Vc,f,ap,T,Kp,Ra,Rt,Fr,Tpº,RD,OEE_P,OEE_I,MTTc,MPROD,Cp,MO,ROI,TIR,TIRM,VPL,C_ENER,y
57.39,0.16,0.24,58.0,3.09,0.67,3.85,493.54,420.86,85.62,0.5389868109941928,0.9907071239483759,213.62324090140893,126.85465611722618,166.13908886971316,0.011076851965992993,0.06745047463099911,0.8909999049228802,0.3118415748205532,15100011.7366692,108713.63766301429,CC650W
267.61,0.16,0.24,23.5,1.15,1.16,4.92,228.39,521.23,91.69,0.27372510076936923,0.9883521233715162,108.48882004099252,300.5230472049655,164.94744560029935,0.018169966664884896,0.2620506428448896,3.2275390591538584,0.4905805051843138,63210028.061453596,106305.89068416035,CC650W
162.5,0.05,0.24,37.5,2.7,0.31,1.87,330.49,493.64,88.66,0.5353134573512338,0.9857249744706337,212.16733568410234,125.99010432547647,166.44425442616455,0.009260390320449246,0.05601566249666614,0.7527446958582961,0.2903855022511375,12273040.909753172,108681.21544329892,CC650W
162.5,0.26,0.24,40.0,1.39,1.25,5.22,365.23,532.86,87.37,0.2755132138885559,0.993112169652786,109.19752480301518,302.4862182909008,164.81688763314267,0.018947097421769768,0.2751188538457752,3.3843586986907774,0.49764703816076944,66440815.837018676,106322.79648102124,CC650W
162.5,0.16,0.09,49.5,1.42,0.91,4.56,335.93,549.87,88.32,0.3649392582480087,0.9926274897323634,144.6408436883548,243.0938549384114,165.0272815289873,0.017694752803647143,0.20659444085901799,2.562054769196927,0.45667728827923776,49499871.44988075,107136.0533916124,CC650W
162.5,0.16,0.39,46.0,1.81,0.72,3.1,369.38,560.98,86.86,0.36466294667359395,0.9920725446375306,144.53132973955118,242.90979788159862,165.04773084083686,0.017573030709304358,0.20499751640111194,2.5428911633672233,0.4555884866225454,49105071.88498612,107133.2148973078,CC650W
162.5,0.16,0.24,42.0,1.81,0.31,1.64,341.43,493.75,88.77,0.3642914325697704,0.9913263944626246,144.38408300682875,242.6623243812248,165.07207525970546,0.01742812345413436,0.2030999796006315,2.520120085322748,0.4542851209045906,48635953.4495509,107129.84207189063,CC650W
162.5,0.16,0.24,42.5,1.79,0.32,1.87,338.76,463.65,86.64,0.36434165195667007,0.9914272552480783,144.40398707120795,242.69577659026552,165.07544828159686,0.017408045942875663,0.20283737279535496,2.516968713119667,0.4541039127327548,48571030.49596368,107129.37529469436,CC650W
162.5,0.16,0.24,41.5,1.83,0.35,1.89,339.28,467.83,87.91,0.3642400174236212,0.9912231321102742,144.363705012548,242.6280756513412,165.06878160303503,0.017447728553363077,0.20335647897376177,2.523198165646779,0.4544619187619023,48699366.49354655,107130.29799327513,CC650W
162.5,0.16,0.24,42.0,1.79,0.32,1.86,340.55,461.45,86.82,0.3642914325697704,0.9913263944626246,144.38408300682875,242.6623243812248,165.07890357231494,0.017387478736220485,0.20256843779624198,2.513741399772767,0.4539181269910168,48504543.05499024,107128.89726928777,CC650W
162.5,0.16,0.24,43.0,1.77,0.34,1.87,337.23,465.66,86.81,0.3671057817874096,0.9914626562375022,145.49952848459736,240.89325908045922,165.08084903051497,0.017375898627887278,0.20097402252124744,2.494607849470968,0.4528122617241576,48110363.82270849,107154.71028472151,CC650W
100.0,0.1,0.15,66.0,3.66,0.62,3.0,346.87,465.55,67.35,0.5299059453354626,0.9919711220403717,210.02411024990002,133.6881669318269,166.0113815647617,0.011837014495466045,0.07586631649403376,0.9924298119624172,0.32582900626091305,17180617.797463436,108625.16494577944,CBN7025
225.0,0.1,0.15,33.0,2.33,0.64,3.0,242.23,627.18,89.5,0.3917228452016543,0.988129610751465,155.2563105815959,222.4302443862406,165.33089449223647,0.01588753278430673,0.16938767142586186,2.1155532673847097,0.429170981303455,40301429.83880158,107372.12820353439,CBN7025
100.0,0.22,0.15,54.0,3.47,2.14,7.26,438.69,443.28,74.49,0.39418076532603663,0.992700356197666,156.23048815354576,223.8259142600943,165.14918946717458,0.016969110314437163,0.1821865549180148,2.2691493516543826,0.4391749144861108,43465633.135222785,107396.99508074904,CBN7025
225.0,0.22,0.15,30.0,2.17,2.15,7.42,247.78,611.33,90.93,0.24936454226517676,0.9916878485911608,98.83370167504413,318.81839250014235,164.82630303165567,0.018891053383002187,0.2888104447611855,3.5486587110238546,0.5047422260125809,69825718.67907967,106083.11540818014,CBN7025
100.0,0.1,0.33,63.0,5.2,0.65,3.02,460.97,446.29,68.57,0.5296324235215514,0.9915931361345787,209.91570200102814,133.61916104457555,165.997415749298,0.011920144349416559,0.07642368155484454,0.9991409864785389,0.3267099575004518,17318412.345230788,108626.70917598996,CBN7025
225.0,0.1,0.33,31.5,3.01,0.62,2.84,244.27,538.57,91.87,0.39142398028538117,0.9875738418957022,155.13785779072288,222.26054124745403,165.3938389765592,0.015512863234766536,0.16499543664813407,2.062842232686323,0.425587548080741,39215559.827494115,107363.59455581562,CBN7025
100.0,0.22,0.33,53.0,4.61,1.93,6.78,458.47,467.49,74.77,0.3941074453557662,0.9925640104649854,156.20142835216944,223.78428130683307,165.14481371350988,0.01699515646720311,0.1824969845718104,2.2728746955571375,0.4394099303714078,43542379.09001235,107397.59821274015,CBN7025
225.0,0.22,0.33,31.5,1.79,2.39,8.28,251.65,568.82,92.29,0.24949793831021944,0.9920794305298343,98.88657216256658,318.9889424598922,164.82630303165567,0.018891053383002187,0.2888104447611855,3.5486587110238546,0.5047422260125809,69825718.67907967,106083.11540818014,CBN7025
57.39,0.16,0.24,60.5,5.51,0.67,2.9,498.39,402.38,79.83,0.5392665287824854,0.9910865036564878,213.73410487665652,126.92048983174378,166.13908886971316,0.011076851965992993,0.06745047463099911,0.8909999049228802,0.3118415748205532,15100011.7366692,108713.63766301429,CBN7025
267.61,0.16,0.24,25.5,1.87,1.17,4.62,229.99,504.39,99.27,0.27406329741649554,0.989252419709157,108.62286165824068,300.89435362393544,164.94744560029935,0.018169966664884896,0.2620506428448896,3.2275390591538584,0.4905805051843138,63210028.061453596,106305.89068416035,CBN7025
162.5,0.05,0.24,40.0,4.32,0.31,1.84,330.76,462.39,83.52,0.5359593652816608,0.9866010158679585,212.4233362811618,126.14212368240014,166.44425442616455,0.009260390320449246,0.05601566249666614,0.7527446958582961,0.2903855022511375,12273040.909753172,108681.21544329892,CBN7025
162.5,0.26,0.24,41.5,2.58,2.14,7.44,365.33,502.77,85.87,0.2756058960065412,0.9933588940721315,109.23425864142038,302.5879740759567,164.81688763314267,0.018947097421769768,0.2751188538457752,3.3843586986907774,0.49764703816076944,66440815.837018676,106322.79648102124,CBN7025
162.5,0.16,0.09,51.5,2.28,1.2,4.56,336.28,523.72,84.59,0.36508044975424064,0.992911059228073,144.69680384643985,243.1879056242687,165.0272815289873,0.017694752803647143,0.20659444085901799,2.562054769196927,0.45667728827923776,49499871.44988075,107136.0533916124,CBN7025
162.5,0.16,0.39,48.5,3.46,0.7,3.1,368.76,545.49,85.66,0.36486434012138313,0.992477023915023,144.61115047010608,243.0439503699262,165.04773084083686,0.017573030709304358,0.20499751640111194,2.5428911633672233,0.4555884866225454,49105071.88498612,107133.2148973078,CBN7025
162.5,0.16,0.24,43.5,3.47,0.81,3.94,343.84,475.67,86.49,0.3644386665185529,0.9916220996202632,144.44243804013948,242.76040006746132,165.07207525970546,0.01742812345413436,0.2030999796006315,2.520120085322748,0.4542851209045906,48635953.4495509,107129.84207189063,CBN7025
162.5,0.16,0.24,44.5,3.42,0.82,3.15,342.92,437.34,83.91,0.36453136912166684,0.9918082838399626,144.47917999766656,242.82215125658246,165.07544828159686,0.017408045942875663,0.20283737279535496,2.516968713119667,0.4541039127327548,48571030.49596368,107129.37529469436,CBN7025
162.5,0.16,0.24,42.5,3.53,0.83,3.32,341.33,537.92,84.77,0.36434165195667007,0.9914272552480783,144.40398707120795,242.69577659026552,165.06878160303503,0.017447728553363077,0.20335647897376177,2.523198165646779,0.4544619187619023,48699366.49354655,107130.29799327513,CBN7025
162.5,0.16,0.24,43.25,3.41,0.81,3.96,340.28,458.48,85.84,0.36441482867465874,0.9915742236144588,144.4329900956538,242.74452116916606,165.07890357231494,0.017387478736220485,0.20256843779624198,2.513741399772767,0.4539181269910168,48504543.05499024,107128.89726928777,CBN7025
162.5,0.16,0.24,44.0,3.36,0.83,3.82,343.76,447.38,86.59,0.36720202209410147,0.9916544994978613,145.53767258349086,240.95641156207097,165.08084903051497,0.017375898627887278,0.20097402252124744,2.494607849470968,0.4528122617241576,48110363.82270849,107154.71028472151,CBN7025
100.0,0.1,0.15,70.0,7.0,0.13,1.08,342.44,496.8,65.5,0.5302345446613644,0.992425220790552,210.15434804334012,133.77106813707204,166.0113815647617,0.011837014495466045,0.07586631649403376,0.9924298119624172,0.32582900626091305,17180617.797463436,108625.16494577944,CBN7025W
225.0,0.1,0.15,35.0,4.57,0.09,0.76,238.62,659.2,88.3,0.392082086083352,0.9887976546833327,155.39869291794844,222.6342305414734,165.33089449223647,0.01588753278430673,0.16938767142586186,2.1155532673847097,0.429170981303455,40301429.83880158,107372.12820353439,CBN7025W
100.0,0.22,0.15,57.0,7.75,0.52,3.17,434.35,477.65,70.87,0.3943854337171523,0.9930809573032078,156.3116068824801,223.94213020412627,165.14918946717458,0.016969110314437163,0.1821865549180148,2.2691493516543826,0.4391749144861108,43465633.135222785,107396.99508074904,CBN7025W
